Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,burnout_risk,burnout_probability,risk_category,risk_explanation
1,44,1,9085,1,39,140.0,1,1,19,3,3,140.0,1,0,0,1,0,0,21,0,2,6,7,6,13.0,0,1,6,15,4,12.8,0,12.4,0.5,1.79,2,0,5.790325577824339e-10,Low,Stable academic and financial indicators
1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.78333333,0,0,8,9,7,12.84285714,0,13.9,-0.3,0.79,2,0,3.6011257485515727e-10,Low,Stable academic and financial indicators
1,1,2,9500,1,1,126.0,1,37,1,7,7,118.7,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0,0.009090227396999507,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,17,2,9556,1,1,125.0,1,38,19,7,7,121.5,1,0,0,1,0,0,20,0,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,0,0,1.2096050483921156e-09,Low,Stable academic and financial indicators
1,17,4,9500,1,1,138.0,1,3,1,2,5,134.5,1,0,0,1,0,0,18,0,0,7,7,7,13.45714286,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,2,0,1.5981348227640503e-10,Low,Stable academic and financial indicators
1,1,4,9500,1,1,140.0,1,1,19,9,7,127.0,1,0,0,1,0,0,19,0,0,8,8,7,13.44285714,0,0,8,8,7,13.44285714,0,12.7,3.7,-1.7,2,0,2.4459017335107525e-10,Low,Stable academic and financial indicators
1,1,1,9238,1,1,124.0,1,37,38,9,3,114.2,0,0,0,1,0,0,18,0,0,6,13,4,11.0,0,0,6,12,5,10.83333333,0,15.5,2.8,-4.06,2,0,3.141408944915247e-09,Low,Stable academic and financial indicators
1,17,1,9238,1,1,133.0,1,38,38,7,7,125.3,1,0,0,1,0,1,18,0,0,6,6,6,11.33333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,2,0,2.8977800718404988e-09,Low,Stable academic and financial indicators
1,1,2,9773,1,1,127.0,1,1,19,4,5,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10.0,0,0,1,1,0,0.0,0,12.7,3.7,-1.7,0,0,0.0050054088874387625,Low,No subjects cleared in second semester
1,1,6,9500,1,1,138.0,1,1,38,3,9,123.0,1,0,0,1,0,0,19,0,0,7,10,5,13.44,0,0,7,8,6,13.06666667,0,12.4,0.5,1.79,1,0,7.527741457757291e-10,Low,Stable academic and financial indicators
1,1,2,9556,1,1,142.0,1,1,19,4,5,130.5,1,0,0,1,0,1,18,0,0,7,8,7,12.21428571,0,0,8,8,8,14.0625,0,16.2,0.3,-0.92,2,0,4.0130292688212076e-10,Low,Stable academic and financial indicators
1,1,1,9070,1,1,130.0,41,37,19,9,8,125.5,1,0,0,1,0,1,19,1,0,6,6,6,14.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,2,0,3.8710775161067355e-10,Low,Stable academic and financial indicators
1,53,1,9003,1,42,130.0,1,1,19,9,7,133.8,0,0,1,1,0,1,24,0,7,12,13,12,12.84615385,0,5,11,13,11,12.63636364,0,8.9,1.4,3.51,2,0,1.9509159992086895e-11,Low,Outstanding tuition fees
1,44,1,9085,1,39,150.0,1,37,37,9,9,150.0,0,0,0,1,0,0,20,0,2,6,8,6,13.0,0,1,6,18,2,12.0,0,12.4,0.5,1.79,1,0,7.334595319996467e-10,Low,Stable academic and financial indicators
1,1,1,9147,1,1,127.0,1,1,19,5,7,130.5,1,0,0,1,0,1,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12,2,0,2.550137657058445e-09,Low,Stable academic and financial indicators
1,44,1,9085,1,39,140.0,1,38,37,4,10,140.0,0,0,1,0,0,0,20,0,1,6,13,4,13.0,0,1,6,11,5,12.0,0,16.2,0.3,-0.92,0,0,6.68081753723792e-05,Low,"Outstanding tuition fees, Tuition fees not up to date"
1,17,6,9500,1,1,126.0,1,19,37,3,9,119.4,1,0,0,1,0,1,19,0,0,7,7,7,13.37142857,0,0,8,9,8,13.66666667,0,16.2,0.3,-0.92,2,0,3.197216257003812e-10,Low,Stable academic and financial indicators
1,17,5,9556,1,1,139.0,1,19,19,9,8,121.3,1,0,0,1,0,1,19,0,0,7,8,7,13.38571429,0,0,8,8,8,13.3875,0,10.8,1.4,1.74,2,0,2.462525443043631e-10,Low,Stable academic and financial indicators
1,1,3,9500,1,1,141.0,1,1,1,9,9,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.32857143,0,0,8,8,7,13.32857143,0,12.7,3.7,-1.7,2,0,2.6008470189361385e-10,Low,Stable academic and financial indicators
1,1,1,9085,1,1,120.0,1,38,38,4,7,111.6,1,0,0,1,0,0,19,0,0,6,12,5,14.0,0,0,6,14,5,11.0,0,16.2,0.3,-0.92,2,0,5.024190828931068e-10,Low,Stable academic and financial indicators
1,17,4,9147,1,1,120.0,1,38,19,9,9,111.3,1,0,0,1,0,0,21,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,2,0,1.66623121768251e-09,Low,Stable academic and financial indicators
1,1,2,9853,1,1,134.0,1,1,38,9,8,122.5,1,0,0,1,0,1,19,0,0,6,7,6,14.0,0,0,6,6,6,15.0,0,15.5,2.8,-4.06,2,0,3.1569355439976677e-10,Low,Stable academic and financial indicators
1,1,5,9254,1,1,128.0,1,19,1,7,10,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.66666667,0,8.9,1.4,3.51,2,0,6.112738513228317e-10,Low,Stable academic and financial indicators
1,17,5,9070,1,1,133.0,1,4,1,4,4,132.0,1,1,0,1,0,1,17,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,2,0,1.5232016203168704e-10,Low,Stable academic and financial indicators
1,18,4,9853,1,1,123.0,1,19,38,4,10,123.7,1,0,0,1,0,0,19,0,0,6,8,5,12.66666667,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,1,0,4.147461747031456e-09,Low,Stable academic and financial indicators
1,17,6,9147,1,1,118.0,1,37,1,9,7,117.0,1,0,0,0,1,0,23,0,0,5,9,3,10.0,1,0,5,9,3,12.33333333,0,9.4,-0.8,-3.12,0,0,0.0009560920440984945,Low,Tuition fees not up to date
1,1,1,9670,1,1,113.0,1,1,37,1,10,116.5,1,0,0,1,0,0,19,0,0,6,7,6,12.83333333,0,0,6,10,6,11.77777778,0,8.9,1.4,3.51,2,0,5.486406871949958e-10,Low,Stable academic and financial indicators
1,1,1,9500,1,1,135.0,1,19,3,9,4,121.5,1,0,0,1,0,0,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,2,0,5.312350149760249e-10,Low,Stable academic and financial indicators
1,1,1,9670,1,1,133.1,1,38,38,5,9,105.0,1,0,0,1,0,0,20,0,0,6,9,6,13.28571429,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,2,0,7.105884775069331e-10,Low,Stable academic and financial indicators
1,1,3,9085,1,1,130.0,1,1,19,9,9,121.3,1,0,0,1,0,1,19,0,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,2,0,3.6941789630952895e-10,Low,Stable academic and financial indicators
1,1,1,9238,1,1,135.0,1,19,38,3,9,136.1,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,2,0,2.6482692583055655e-10,Low,Stable academic and financial indicators
1,17,2,9238,1,1,133.0,1,37,37,9,4,123.6,0,0,0,1,0,1,19,0,0,6,7,6,14.14285714,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,2,0,1.630309678481159e-10,Low,Stable academic and financial indicators
1,1,4,9238,1,1,123.0,1,38,1,4,10,129.0,1,0,0,1,0,0,19,0,0,6,8,6,11.66666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,2,0,1.8935001228798676e-09,Low,Stable academic and financial indicators
1,17,1,9500,1,1,145.0,1,19,37,4,8,136.8,1,0,0,1,0,0,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,2,0,7.95167519438644e-11,Low,Stable academic and financial indicators
1,17,2,9500,1,1,146.0,1,3,3,3,6,133.4,1,0,0,1,0,0,18,0,0,7,8,7,12.5,0,0,8,9,7,13.04285714,0,13.9,-0.3,0.79,2,0,4.5380582527299904e-10,Low,Stable academic and financial indicators
1,1,5,9500,1,1,144.0,1,38,38,7,7,136.0,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,2,0,2.3161211892750584e-10,Low,Stable academic and financial indicators
1,1,1,9500,1,1,144.0,1,38,37,9,9,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.47142857,0,0,8,12,7,12.47142857,0,12.7,3.7,-1.7,2,0,2.0469150827381814e-10,Low,Stable academic and financial indicators
1,1,1,9500,1,1,131.0,1,4,4,2,1,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,2,0,1.2262678546877878e-10,Low,Stable academic and financial indicators
1,1,2,9500,1,1,141.0,1,37,37,9,8,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.07222222,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,2,0,1.432188690807097e-10,Low,Stable academic and financial indicators
1,1,3,9773,1,1,138.0,1,3,1,2,3,135.9,1,0,0,1,0,0,18,0,0,6,7,6,14.85714286,0,0,6,6,6,14.66666667,0,13.9,-0.3,0.79,2,0,1.9248466089990097e-10,Low,Stable academic and financial indicators
1,1,1,9773,1,1,127.0,1,19,37,9,9,116.5,0,0,0,1,0,1,19,0,0,6,7,6,14.28571429,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,2,0,2.1097631615696522e-10,Low,Stable academic and financial indicators
1,1,4,9773,1,1,124.0,1,19,37,99,90,124.0,0,0,0,0,0,0,18,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,0,1,0.9785691650609214,High,"No subjects cleared in first semester, No subjects cleared in second semester, Tuition fees not up to date"
1,7,1,8014,0,3,140.0,1,1,1,4,4,140.0,0,0,0,1,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0,0.00842552800677768,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,17,1,9130,1,1,157.0,1,3,2,3,6,150.9,1,0,0,1,0,0,18,0,0,6,8,6,15.0,0,0,6,8,5,15.16666667,0,13.9,-0.3,0.79,0,0,1.9909683200009794e-10,Low,Stable academic and financial indicators
1,1,3,9500,1,1,129.0,1,19,19,4,8,127.3,1,0,0,1,0,1,20,0,0,7,7,6,12.63333333,0,0,7,7,6,12.63333333,0,7.6,2.6,0.32,2,0,7.001362329323189e-10,Low,Stable academic and financial indicators
1,39,1,9670,1,19,133.1,1,1,1,4,7,100.0,0,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,0,0,0.010651586018741888,Low,"Outstanding tuition fees, Tuition fees not up to date"
1,1,5,9500,1,1,142.0,1,38,37,5,7,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.23333333,0,0,7,7,6,14.23333333,0,7.6,2.6,0.32,2,0,2.362306630075783e-10,Low,Stable academic and financial indicators
5,1,3,9085,1,1,133.0,1,19,19,4,7,119.7,1,0,0,1,0,0,21,0,0,5,13,5,12.2,2,0,5,10,3,11.33333333,1,9.4,-0.8,-3.12,1,0,8.079263989767646e-09,Low,Stable academic and financial indicators
1,1,1,9500,1,1,156.0,1,5,4,2,1,140.8,0,0,0,1,0,0,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,2,0,1.961140668049199e-11,Low,Stable academic and financial indicators
1,1,1,9500,1,1,151.0,1,37,37,9,9,138.0,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,2,0,7.113409536001864e-11,Low,Stable academic and financial indicators
1,17,1,9853,1,1,135.0,1,3,3,2,2,132.9,1,0,0,0,0,0,29,0,0,6,9,6,16.33333333,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,0,0,1.7775730013473324e-06,Low,Tuition fees not up to date
1,43,1,9130,1,1,140.0,1,3,3,2,2,140.0,0,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,7,12,24,12,12.85714286,1,15.5,2.8,-4.06,2,0,4.407231541486984e-13,Low,Stable academic and financial indicators
1,7,1,9500,1,3,140.0,1,3,1,4,4,140.0,0,0,0,1,0,0,26,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0,0.018516610798474525,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,2,9238,1,1,100.0,1,38,1,7,7,99.3,1,0,0,1,0,0,21,0,0,6,8,5,12.4,0,0,6,6,6,12.0,0,12.4,0.5,1.79,2,0,1.624402490710759e-09,Low,Stable academic and financial indicators
1,18,1,9500,1,1,126.0,1,37,19,5,5,119.3,0,0,0,1,0,1,19,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,2,0,9.980193533444298e-11,Low,Stable academic and financial indicators
1,17,2,9254,1,1,123.0,1,19,19,5,5,113.2,1,0,1,1,0,0,19,0,0,6,10,6,12.16666667,0,0,6,8,5,11.66666667,0,16.2,0.3,-0.92,0,0,6.041349471073842e-09,Low,Outstanding tuition fees
1,17,1,9773,1,1,133.1,1,38,38,9,5,117.0,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.83333333,0,15.5,2.8,-4.06,1,0,3.649480719752658e-09,Low,Stable academic and financial indicators
1,18,1,8014,0,1,137.0,1,1,1,4,3,123.0,0,0,1,1,0,0,20,0,0,6,13,4,10.8,0,0,6,15,4,12.0,0,16.2,0.3,-0.92,2,0,2.9413898034971875e-09,Low,Outstanding tuition fees
1,1,6,9500,1,1,138.0,1,37,37,9,8,127.2,1,0,0,1,0,1,18,0,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,2,0,3.3409874275905234e-10,Low,Stable academic and financial indicators
1,1,2,9773,1,1,128.0,1,34,19,3,0,141.0,1,0,0,0,0,0,20,0,0,6,10,4,12.0,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,0,0,7.876185267959592e-05,Low,Tuition fees not up to date
1,1,1,9238,1,1,136.0,1,19,38,9,9,121.7,0,1,0,1,0,1,20,0,0,6,9,6,11.875,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,2,0,7.11639613434473e-11,Low,Stable academic and financial indicators
1,43,1,9500,1,1,127.0,1,19,19,4,7,121.1,0,0,0,1,0,1,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,1,0,1.1512561749868384e-09,Low,Stable academic and financial indicators
1,16,1,9070,1,1,145.0,1,1,1,3,3,146.1,1,0,0,1,0,0,18,0,0,6,6,1,15.0,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,1,0,1.5721040599948728e-09,Low,Stable academic and financial indicators
1,1,1,9773,1,1,140.0,1,37,37,9,9,142.5,1,0,0,1,0,0,18,0,0,6,6,6,13.33333333,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,2,0,8.446058517166857e-10,Low,Stable academic and financial indicators
1,17,1,9085,1,1,138.0,1,2,19,2,9,126.8,1,0,0,1,0,0,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,1,0,6.547883770046897e-09,Low,Stable academic and financial indicators
1,44,1,9085,1,39,150.0,1,3,3,2,2,150.0,1,0,0,1,0,0,22,0,2,6,7,6,14.42857143,0,1,6,9,5,13.0,0,13.9,-0.3,0.79,2,0,4.0911768713530317e-10,Low,Stable academic and financial indicators
1,44,3,9085,1,39,150.0,1,1,19,4,1,150.0,1,0,0,1,0,0,19,0,0,5,10,1,13.0,1,0,5,8,3,15.33333333,0,12.7,3.7,-1.7,1,0,1.874182484576801e-09,Low,Stable academic and financial indicators
1,17,1,9003,1,1,131.0,1,19,1,9,2,134.5,1,0,0,1,0,1,19,0,0,6,7,6,15.0,0,0,6,8,6,14.33333333,0,12.4,0.5,1.79,2,0,9.719949871963092e-11,Low,Stable academic and financial indicators
1,1,2,9556,1,1,136.0,1,19,19,9,9,129.5,1,0,0,1,0,0,18,0,0,7,9,7,15.15555556,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,2,0,2.5301575909741726e-11,Low,Stable academic and financial indicators
1,1,1,9238,1,1,117.0,1,38,38,175,183,113.2,1,0,1,1,0,0,20,0,0,6,8,6,10.66666667,0,0,6,7,6,11.85714286,0,11.1,0.6,2.02,2,0,8.46922951536793e-09,Low,Outstanding tuition fees
1,17,1,9853,1,1,158.0,1,38,37,5,5,140.2,1,0,0,1,0,0,18,0,0,6,9,5,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,0,0,7.80857260980089e-09,Low,Stable academic and financial indicators
1,17,2,9670,1,1,129.0,1,1,19,5,5,119.2,1,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0,0,0.006395024129387391,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,1,9238,1,1,140.0,1,1,19,4,4,140.7,0,0,0,1,0,0,19,0,0,6,7,6,12.28571429,0,0,6,7,6,12.0,0,12.4,0.5,1.79,2,0,7.959762068364782e-10,Low,Stable academic and financial indicators
1,1,5,9500,1,1,141.0,1,38,38,9,9,142.3,1,0,0,1,0,0,18,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,0,0,9.947776028826388e-10,Low,Stable academic and financial indicators
1,1,4,9773,1,1,132.0,11,12,12,90,4,129.9,1,0,0,1,0,0,18,1,0,6,6,6,12.66666667,0,0,6,8,5,14.4,0,7.6,2.6,0.32,2,0,9.635934548100195e-10,Low,Stable academic and financial indicators
1,17,1,171,1,1,133.0,1,1,1,6,7,134.8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1,0,0.0007186597911713609,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,17,1,9085,1,1,109.0,1,19,19,4,9,104.1,1,0,1,0,0,1,21,0,0,6,16,2,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0,0,0.010512496513892435,Low,"No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
1,1,1,9147,1,1,135.0,1,1,38,5,5,122.4,0,0,1,1,0,0,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,2,0,4.951149990180542e-09,Low,Outstanding tuition fees
1,1,1,9147,1,1,122.0,1,37,37,9,7,120.6,1,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,2,0,2.8424331140991614e-09,Low,Stable academic and financial indicators
1,17,3,9238,1,1,118.0,1,1,19,4,10,112.4,1,0,0,1,0,0,19,0,0,6,10,5,11.28571429,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,0,0,3.9743924916362206e-07,Low,No subjects cleared in second semester
1,1,1,171,1,1,174.0,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,2,0,0.008047743188420487,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,43,1,9254,1,1,142.0,1,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,0,0,0.005023124229505717,Low,No subjects cleared in first semester
1,17,2,9500,1,1,131.0,1,38,1,5,7,118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,0,0,4.3302670997862853e-10,Low,Stable academic and financial indicators
1,1,3,9500,1,1,139.0,1,18,18,1,1,130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,9.4,-0.8,-3.12,0,0,2.863716036478379e-05,Low,Tuition fees not up to date
1,1,1,171,1,1,170.0,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0,0,0.0059176713963987465,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,1,9070,1,1,182.0,1,19,1,5,7,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,8,6,13.25,0,10.8,1.4,1.74,2,0,7.442741872371949e-10,Low,Stable academic and financial indicators
1,1,1,9085,1,1,125.0,1,19,37,3,7,126.8,0,0,0,1,0,0,18,0,0,6,13,6,12.0,0,0,6,16,4,12.75,0,11.1,0.6,2.02,1,0,4.1882271740737605e-10,Low,Stable academic and financial indicators
1,1,1,9238,1,1,142.0,1,1,37,5,7,128.0,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12.0,0,16.2,0.3,-0.92,2,0,1.0038192901539802e-09,Low,Stable academic and financial indicators
1,1,2,9147,1,1,119.0,1,19,37,4,5,113.8,1,0,0,1,0,0,20,0,0,5,8,3,11.33333333,0,0,5,8,5,12.2,0,7.6,2.6,0.32,2,0,4.1904288262273495e-09,Low,Stable academic and financial indicators
1,17,5,9500,1,1,128.0,1,1,1,4,5,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,2,0,2.3725821589042066e-10,Low,Stable academic and financial indicators
1,1,3,9500,1,1,150.0,1,19,38,1,1,130.8,1,0,0,1,0,0,18,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,12.7,3.7,-1.7,2,0,2.0139139072662523e-10,Low,Stable academic and financial indicators
1,39,1,9254,1,1,133.1,1,19,1,4,1,101.0,0,0,1,1,0,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0,0,0.029300547590583214,Low,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees"
1,17,5,9070,1,1,131.0,1,37,37,9,9,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,7.6,2.6,0.32,2,0,5.376316719333576e-05,Low,Tuition fees not up to date
1,1,5,9773,1,1,118.0,1,38,19,9,9,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51,2,0,1.2782396206828739e-09,Low,Stable academic and financial indicators
1,17,2,9556,1,1,122.0,1,19,38,4,8,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.97142857,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,2,0,4.542522991555986e-10,Low,Stable academic and financial indicators
1,1,1,9147,1,1,116.0,1,19,19,5,8,127.9,0,0,1,0,0,1,20,0,0,5,12,2,13.0,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,0,0,0.0001024847585931075,Low,"Outstanding tuition fees, Tuition fees not up to date"
1,17,5,9500,1,1,137.0,1,1,1,5,4,131.1,1,0,0,1,0,0,18,0,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,13.9,-0.3,0.79,1,0,8.296185232453192e-10,Low,Stable academic and financial indicators
1,17,4,9085,1,1,128.0,1,38,37,4,9,117.9,1,0,0,1,0,0,20,0,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,10.8,1.4,1.74,2,0,1.7541520627139373e-09,Low,Stable academic and financial indicators
1,17,1,9238,1,1,123.0,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.16666667,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,2,0,8.010394127568551e-10,Low,Stable academic and financial indicators
1,1,2,171,1,1,133.1,1,3,1,2,3,141.0,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,2,0,0.0005908250812688816,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
2,39,1,8014,0,12,110.0,1,37,37,7,9,120.0,0,0,0,1,0,0,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,2,0,1.0357896327727655e-09,Low,Late age at enrollment
1,17,1,9130,1,1,143.0,1,3,3,2,2,131.8,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,1,0,1.8782518242497023e-05,Low,"Outstanding tuition fees, Tuition fees not up to date"
1,1,1,9070,1,1,150.0,1,37,37,9,6,131.1,0,0,0,1,0,1,19,0,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,2,0,7.303028921220032e-10,Low,Stable academic and financial indicators
1,1,6,9254,1,1,129.0,1,38,19,9,5,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12.0,0,0,6,11,4,12.5,0,8.9,1.4,3.51,2,0,1.1041715635100262e-09,Low,Stable academic and financial indicators
1,10,1,9085,1,1,140.0,1,19,19,4,5,140.0,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,2,0,3.054061570185226e-10,Low,Stable academic and financial indicators
1,1,1,9238,1,1,133.1,1,38,37,5,5,108.0,0,0,0,1,0,1,20,0,0,6,8,6,12.125,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,2,0,6.802245353255972e-10,Low,Stable academic and financial indicators
1,1,1,9853,1,1,132.0,1,1,19,3,3,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,11.1,0.6,2.02,2,0,2.078110466791147e-10,Low,Stable academic and financial indicators
1,44,1,9085,1,39,130.0,1,3,1,2,9,130.0,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,12.4,0.5,1.79,1,0,2.597151758599662e-09,Low,Stable academic and financial indicators
1,1,4,9500,1,1,137.0,1,38,37,7,7,126.0,1,0,0,1,0,0,19,0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,15.5,2.8,-4.06,2,0,2.0829866993065847e-10,Low,Stable academic and financial indicators
1,42,1,9238,1,1,133.1,1,1,19,4,9,134.0,0,0,0,1,0,0,21,0,10,13,21,11,13.27272727,0,6,11,13,9,13.0,0,7.6,2.6,0.32,2,0,4.870394612166972e-12,Low,Stable academic and financial indicators
1,1,1,9070,1,1,143.0,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.66666667,0,0,6,7,6,15.14285714,0,8.9,1.4,3.51,2,0,1.9976305168745854e-11,Low,Stable academic and financial indicators
1,1,1,9500,1,1,148.0,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,2,0,3.219027780864719e-11,Low,Stable academic and financial indicators
